,DateUpdated,AgeGroups,Total cases,Confirmed cases,Total case rate,Total deaths,Confirmed deaths,Probable deaths
4472,6/29/2020,0-9,655,631.0,173.0,1,1.0,0.0
4474,6/29/2020,20-29,5610,5411.0,1204.0,4,4.0,0.0
4475,6/29/2020,30-39,6598,6430.0,1498.0,21,21.0,0.0
4476,6/29/2020,40-49,6561,6376.0,1490.0,56,44.0,12.0
4477,6/29/2020,50-59,7857,7618.0,1484.0,176,146.0,30.0
4478,6/29/2020,60-69,6509,6296.0,1504.0,531,451.0,80.0
4479,6/29/2020,70-79,4393,4155.0,1685.0,942,774.0,168.0
4480,6/29/2020,80+,6910,6259.0,4209.0,2590,2011.0,579.0
4481,6/30/2020,0-9,658,634.0,174.0,1,1.0,0.0
4483,6/30/2020,20-29,5625,5424.0,1207.0,4,4.0,0.0
4484,6/30/2020,30-39,6610,6442.0,1501.0,21,21.0,0.0
4485,6/30/2020,40-49,6570,6385.0,1492.0,56,44.0,12.0
4486,6/30/2020,50-59,7863,7625.0,1485.0,176,146.0,30.0
4487,6/30/2020,60-69,6517,6303.0,1506.0,532,451.0,81.0
4488,6/30/2020,70-79,4395,4157.0,1686.0,943,775.0,168.0
4489,6/30/2020,80+,6909,6261.0,4209.0,2590,2014.0,576.0
4490,7/1/2020,0-9,660,637.0,174.0,1,1.0,0.0
4492,7/1/2020,20-29,5637,5436.0,1210.0,4,4.0,0.0
4493,7/1/2020,30-39,6620,6452.0,1503.0,21,21.0,0.0
4494,7/1/2020,40-49,6579,6395.0,1494.0,56,44.0,12.0
4495,7/1/2020,50-59,7873,7636.0,1487.0,176,146.0,30.0
4496,7/1/2020,60-69,6526,6313.0,1508.0,532,451.0,81.0
4497,7/1/2020,70-79,4398,4160.0,1687.0,943,775.0,168.0
4498,7/1/2020,80+,6926,6279.0,4219.0,2592,2016.0,576.0
4499,7/2/2020,0-9,663,640.0,175.0,1,1.0,0.0
4501,7/2/2020,20-29,5657,5455.0,1214.0,4,4.0,0.0
4502,7/2/2020,30-39,6631,6464.0,1506.0,21,21.0,0.0
4503,7/2/2020,40-49,6587,6403.0,1496.0,56,44.0,12.0
4504,7/2/2020,50-59,7880,7645.0,1488.0,176,146.0,30.0
4505,7/2/2020,60-69,6529,6316.0,1509.0,533,452.0,81.0
4506,7/2/2020,70-79,4400,4162.0,1688.0,945,777.0,168.0
4507,7/2/2020,80+,6938,6286.0,4226.0,2598,2017.0,581.0
4508,7/5/2020,0-9,668,645.0,176.0,1,1.0,0.0
4510,7/5/2020,20-29,5734,5530.0,1230.0,4,4.0,0.0
4511,7/5/2020,30-39,6662,6494.0,1513.0,21,21.0,0.0
4512,7/5/2020,40-49,6614,6430.0,1502.0,56,44.0,12.0
4513,7/5/2020,50-59,7921,7687.0,1496.0,176,146.0,30.0
4514,7/5/2020,60-69,6551,6337.0,1514.0,533,452.0,81.0
4515,7/5/2020,70-79,4416,4178.0,1694.0,945,777.0,168.0
4516,7/5/2020,80+,6952,6300.0,4235.0,2601,2020.0,581.0
4517,7/6/2020,0-9,670,647.0,177.0,1,1.0,0.0
4519,7/6/2020,20-29,5750,5547.0,1234.0,4,4.0,0.0
4520,7/6/2020,30-39,6670,6502.0,1515.0,21,21.0,0.0
4521,7/6/2020,40-49,6622,6438.0,1504.0,56,44.0,12.0
4522,7/6/2020,50-59,7926,7692.0,1497.0,176,146.0,30.0
4523,7/6/2020,60-69,6565,6352.0,1517.0,533,452.0,81.0
4524,7/6/2020,70-79,4417,4179.0,1695.0,945,777.0,168.0
4525,7/6/2020,80+,6952,6300.0,4235.0,2601,2020.0,581.0
4526,7/7/2020,0-9,674,651.0,178.0,1,1.0,0.0
4528,7/7/2020,20-29,5761,5558.0,1236.0,4,4.0,0.0
4529,7/7/2020,30-39,6685,6516.0,1518.0,21,21.0,0.0
4530,7/7/2020,40-49,6633,6448.0,1506.0,56,44.0,12.0
4531,7/7/2020,50-59,7935,7701.0,1499.0,176,146.0,30.0
4532,7/7/2020,60-69,6574,6360.0,1519.0,535,453.0,82.0
4533,7/7/2020,70-79,4424,4186.0,1697.0,946,778.0,168.0
4534,7/7/2020,80+,6955,6304.0,4237.0,2603,2023.0,580.0
4535,7/8/2020,0-9,678,655.0,179.0,1,1.0,0.0
4537,7/8/2020,20-29,5792,5588.0,1243.0,4,4.0,0.0
4538,7/8/2020,30-39,6701,6532.0,1522.0,21,21.0,0.0
4539,7/8/2020,40-49,6645,6457.0,1509.0,56,44.0,12.0
4540,7/8/2020,50-59,7945,7709.0,1501.0,176,146.0,30.0
4541,7/8/2020,60-69,6579,6366.0,1521.0,537,455.0,82.0
4542,7/8/2020,70-79,4430,4192.0,1700.0,947,779.0,168.0
4543,7/8/2020,80+,6961,6310.0,4240.0,2605,2025.0,580.0
4544,7/9/2020,0-9,682,659.0,180.0,1,1.0,0.0
4546,7/9/2020,20-29,5807,5603.0,1246.0,4,4.0,0.0
4547,7/9/2020,30-39,6707,6540.0,1523.0,21,21.0,0.0
4548,7/9/2020,40-49,6655,6468.0,1511.0,56,44.0,12.0
4549,7/9/2020,50-59,7956,7721.0,1503.0,176,146.0,30.0
4550,7/9/2020,60-69,6589,6378.0,1523.0,537,455.0,82.0
4551,7/9/2020,70-79,4434,4196.0,1701.0,947,779.0,168.0
4552,7/9/2020,80+,6971,6320.0,4246.0,2605,2025.0,580.0
4553,7/12/2020,0-9,689,666.0,182.0,1,1.0,0.0
4555,7/12/2020,20-29,5863,5658.0,1258.0,4,4.0,0.0
4556,7/12/2020,30-39,6741,6573.0,1531.0,21,21.0,0.0
4557,7/12/2020,40-49,6680,6493.0,1517.0,56,44.0,12.0
4558,7/12/2020,50-59,7989,7752.0,1509.0,176,146.0,30.0
4559,7/12/2020,60-69,6607,6396.0,1527.0,542,459.0,83.0
4560,7/12/2020,70-79,4441,4207.0,1704.0,951,783.0,168.0
4561,7/12/2020,80+,6986,6328.0,4255.0,2619,2033.0,586.0
4562,7/13/2020,0-9,688,665.0,181.0,1,1.0,0.0
4564,7/13/2020,20-29,5871,5666.0,1260.0,4,4.0,0.0
4565,7/13/2020,30-39,6743,6575.0,1531.0,21,21.0,0.0
4566,7/13/2020,40-49,6679,6492.0,1516.0,57,45.0,12.0
4567,7/13/2020,50-59,7991,7754.0,1509.0,178,148.0,30.0
4568,7/13/2020,60-69,6608,6398.0,1527.0,540,458.0,82.0
4569,7/13/2020,70-79,4443,4209.0,1705.0,952,784.0,168.0
4570,7/13/2020,80+,6986,6332.0,4255.0,2618,2035.0,583.0
4571,7/14/2020,0-9,693,670.0,183.0,1,1.0,0.0
4573,7/14/2020,20-29,5892,5687.0,1264.0,4,4.0,0.0
4574,7/14/2020,30-39,6762,6594.0,1536.0,21,21.0,0.0
4575,7/14/2020,40-49,6691,6504.0,1519.0,57,45.0,12.0
4576,7/14/2020,50-59,8003,7766.0,1512.0,178,148.0,30.0
4577,7/14/2020,60-69,6621,6411.0,1530.0,540,458.0,82.0
4578,7/14/2020,70-79,4449,4215.0,1707.0,956,788.0,168.0
4579,7/14/2020,80+,6992,6338.0,4259.0,2622,2039.0,583.0
4580,7/15/2020,0-9,693,671.0,183.0,1,1.0,0.0
4582,7/15/2020,20-29,5925,5721.0,1271.0,4,4.0,0.0
4583,7/15/2020,30-39,6779,6610.0,1539.0,21,21.0,0.0
4584,7/15/2020,40-49,6704,6517.0,1522.0,57,45.0,12.0
4585,7/15/2020,50-59,8021,7784.0,1515.0,178,148.0,30.0
4586,7/15/2020,60-69,6641,6431.0,1535.0,542,460.0,82.0
4587,7/15/2020,70-79,4448,4216.0,1707.0,956,789.0,167.0
4588,7/15/2020,80+,6995,6341.0,4261.0,2629,2046.0,583.0
4589,7/16/2020,0-9,697,675.0,184.0,1,1.0,0.0
4591,7/16/2020,20-29,5950,5745.0,1277.0,4,4.0,0.0
4592,7/16/2020,30-39,6799,6630.0,1544.0,21,21.0,0.0
4593,7/16/2020,40-49,6721,6534.0,1526.0,56,44.0,12.0
4594,7/16/2020,50-59,8042,7804.0,1519.0,181,150.0,31.0
4595,7/16/2020,60-69,6658,6448.0,1539.0,542,460.0,82.0
4596,7/16/2020,70-79,4458,4225.0,1710.0,957,789.0,168.0
4597,7/16/2020,80+,7011,6356.0,4271.0,2633,2049.0,584.0
4598,7/19/2020,0-9,703,681.0,185.0,1,1.0,0.0
4600,7/19/2020,20-29,5994,5790.0,1286.0,4,4.0,0.0
4601,7/19/2020,30-39,6821,6652.0,1549.0,21,21.0,0.0
4602,7/19/2020,40-49,6745,6559.0,1531.0,56,44.0,12.0
4603,7/19/2020,50-59,8062,7824.0,1523.0,181,150.0,31.0
4604,7/19/2020,60-69,6662,6452.0,1540.0,542,460.0,82.0
4605,7/19/2020,70-79,4466,4234.0,1714.0,958,790.0,168.0
4606,7/19/2020,80+,7024,6365.0,4279.0,2642,2054.0,588.0
4607,7/20/2020,0-9,705,683.0,186.0,1,1.0,0.0
4609,7/20/2020,20-29,6004,5800.0,1288.0,4,4.0,0.0
4610,7/20/2020,30-39,6829,6660.0,1551.0,21,21.0,0.0
4611,7/20/2020,40-49,6751,6565.0,1533.0,56,44.0,12.0
4612,7/20/2020,50-59,8067,7832.0,1524.0,180,150.0,30.0
4613,7/20/2020,60-69,6662,6452.0,1540.0,542,460.0,82.0
4614,7/20/2020,70-79,4463,4232.0,1712.0,958,791.0,167.0
4615,7/20/2020,80+,7024,6365.0,4279.0,2643,2055.0,588.0
4616,7/21/2020,0-9,713,691.0,188.0,1,1.0,0.0
4618,7/21/2020,20-29,6031,5819.0,1294.0,4,4.0,0.0
4619,7/21/2020,30-39,6842,6668.0,1554.0,21,21.0,0.0
4620,7/21/2020,40-49,6758,6570.0,1534.0,56,44.0,12.0
4621,7/21/2020,50-59,8091,7848.0,1528.0,180,150.0,30.0
4622,7/21/2020,60-69,6674,6457.0,1543.0,542,460.0,82.0
4623,7/21/2020,70-79,4471,4238.0,1715.0,957,790.0,167.0
4624,7/21/2020,80+,7033,6374.0,4284.0,2644,2056.0,588.0
4625,7/22/2020,0-9,714,692.0,188.0,1,1.0,0.0
4627,7/22/2020,20-29,6050,5838.0,1298.0,4,4.0,0.0
4628,7/22/2020,30-39,6856,6683.0,1557.0,21,21.0,0.0
4629,7/22/2020,40-49,6766,6578.0,1536.0,56,44.0,12.0
4630,7/22/2020,50-59,8096,7854.0,1529.0,180,150.0,30.0
4631,7/22/2020,60-69,6674,6456.0,1543.0,543,460.0,83.0
4632,7/22/2020,70-79,4464,4231.0,1713.0,960,793.0,167.0
4633,7/22/2020,80+,6994,6335.0,4260.0,2644,2056.0,588.0
4634,7/23/2020,0-9,730,709.0,193.0,1,1.0,0.0
4636,7/23/2020,20-29,6170,5975.0,1324.0,4,4.0,0.0
4637,7/23/2020,30-39,6938,6774.0,1576.0,21,21.0,0.0
4638,7/23/2020,40-49,6844,6663.0,1554.0,56,44.0,12.0
4639,7/23/2020,50-59,8165,7930.0,1542.0,180,150.0,30.0
4640,7/23/2020,60-69,6724,6508.0,1554.0,543,460.0,83.0
4641,7/23/2020,70-79,4483,4252.0,1720.0,960,793.0,167.0
4642,7/23/2020,80+,7022,6362.0,4277.0,2647,2057.0,590.0
4643,7/26/2020,0-9,744,723.0,196.0,1,1.0,0.0
4645,7/26/2020,20-29,6225,6026.0,1336.0,4,4.0,0.0
4646,7/26/2020,30-39,6979,6815.0,1585.0,21,21.0,0.0
4647,7/26/2020,40-49,6857,6673.0,1557.0,56,44.0,12.0
4648,7/26/2020,50-59,8190,7953.0,1547.0,180,150.0,30.0
4649,7/26/2020,60-69,6730,6513.0,1556.0,542,459.0,83.0
4650,7/26/2020,70-79,4491,4260.0,1723.0,961,794.0,167.0
4651,7/26/2020,80+,7022,6363.0,4277.0,2652,2062.0,590.0
4652,7/27/2020,0-9,749,728.0,198.0,1,1.0,0.0
4654,7/27/2020,20-29,6244,6045.0,1340.0,4,4.0,0.0
4655,7/27/2020,30-39,6991,6827.0,1588.0,21,21.0,0.0
4656,7/27/2020,40-49,6870,6686.0,1560.0,57,45.0,12.0
4657,7/27/2020,50-59,8202,7965.0,1549.0,181,151.0,30.0
4658,7/27/2020,60-69,6736,6519.0,1557.0,542,459.0,83.0
4659,7/27/2020,70-79,4496,4266.0,1725.0,962,796.0,166.0
4660,7/27/2020,80+,7025,6365.0,4279.0,2654,2063.0,591.0
4661,7/28/2020,0-9,757,736.0,200.0,1,1.0,0.0
4663,7/28/2020,20-29,6330,6141.0,1358.0,4,4.0,0.0
4664,7/28/2020,30-39,7099,6936.0,1612.0,21,21.0,0.0
4665,7/28/2020,40-49,6948,6766.0,1578.0,57,45.0,12.0
4666,7/28/2020,50-59,8282,8050.0,1564.0,182,152.0,30.0
4667,7/28/2020,60-69,6775,6564.0,1566.0,542,460.0,82.0
4668,7/28/2020,70-79,4508,4278.0,1730.0,962,796.0,166.0
4669,7/28/2020,80+,7046,6386.0,4292.0,2655,2064.0,591.0
4670,7/29/2020,0-9,763,742.0,201.0,1,1.0,0.0
4672,7/29/2020,20-29,6357,6168.0,1364.0,4,4.0,0.0
4673,7/29/2020,30-39,7122,6962.0,1617.0,21,21.0,0.0
4674,7/29/2020,40-49,6953,6771.0,1579.0,57,45.0,12.0
4675,7/29/2020,50-59,8299,8069.0,1567.0,182,152.0,30.0
4676,7/29/2020,60-69,6784,6574.0,1568.0,542,460.0,82.0
4677,7/29/2020,70-79,4514,4284.0,1732.0,964,798.0,166.0
4678,7/29/2020,80+,7048,6388.0,4293.0,2659,2068.0,591.0
4679,7/30/2020,0-9,775,753.0,204.0,1,1.0,0.0
4681,7/30/2020,20-29,6395,6206.0,1372.0,4,4.0,0.0
4682,7/30/2020,30-39,7149,6987.0,1624.0,21,21.0,0.0
4683,7/30/2020,40-49,6974,6793.0,1583.0,57,45.0,12.0
4684,7/30/2020,50-59,8315,8084.0,1571.0,182,152.0,30.0
4685,7/30/2020,60-69,6789,6579.0,1569.0,543,461.0,82.0
4686,7/30/2020,70-79,4513,4284.0,1732.0,964,798.0,166.0
4687,7/30/2020,80+,7048,6388.0,4293.0,2659,2068.0,591.0
4688,8/2/2020,0-9,788,766.0,208.0,1,1.0,0.0
4690,8/2/2020,20-29,6450,6256.0,1384.0,4,4.0,0.0
4691,8/2/2020,30-39,7199,7035.0,1635.0,21,21.0,0.0
4692,8/2/2020,40-49,7012,6829.0,1592.0,57,45.0,12.0
4693,8/2/2020,50-59,8344,8111.0,1576.0,182,152.0,30.0
4694,8/2/2020,60-69,6804,6594.0,1573.0,544,462.0,82.0
4695,8/2/2020,70-79,4519,4289.0,1734.0,966,799.0,167.0
4696,8/2/2020,80+,7051,6391.0,4295.0,2661,2070.0,591.0
4697,8/3/2020,0-9,786,764.0,207.0,1,1.0,0.0
4699,8/3/2020,20-29,6463,6269.0,1387.0,4,4.0,0.0
4700,8/3/2020,30-39,7208,7045.0,1637.0,21,21.0,0.0
4701,8/3/2020,40-49,7022,6838.0,1594.0,57,45.0,12.0
4702,8/3/2020,50-59,8347,8115.0,1577.0,182,152.0,30.0
4703,8/3/2020,60-69,6808,6598.0,1574.0,544,462.0,82.0
4704,8/3/2020,70-79,4522,4292.0,1735.0,966,799.0,167.0
4705,8/3/2020,80+,7052,6392.0,4296.0,2661,2070.0,591.0
4706,8/4/2020,0-9,793,771.0,209.0,1,1.0,0.0
4708,8/4/2020,20-29,6481,6287.0,1391.0,4,4.0,0.0
4709,8/4/2020,30-39,7231,7068.0,1642.0,21,21.0,0.0
4710,8/4/2020,40-49,7042,6859.0,1599.0,57,45.0,12.0
4711,8/4/2020,50-59,8358,8127.0,1579.0,182,152.0,30.0
4712,8/4/2020,60-69,6816,6606.0,1575.0,544,462.0,82.0
4713,8/4/2020,70-79,4527,4297.0,1737.0,966,799.0,167.0
4714,8/4/2020,80+,7054,6394.0,4297.0,2661,2070.0,591.0
4715,8/5/2020,0-9,792,770.0,209.0,1,1.0,0.0
4717,8/5/2020,20-29,6484,6289.0,1391.0,4,4.0,0.0
4718,8/5/2020,30-39,7233,7069.0,1643.0,21,21.0,0.0
4719,8/5/2020,40-49,7046,6863.0,1600.0,57,45.0,12.0
4720,8/5/2020,50-59,8363,8129.0,1580.0,182,152.0,30.0
4721,8/5/2020,60-69,6817,6607.0,1576.0,544,462.0,82.0
4722,8/5/2020,70-79,4529,4299.0,1738.0,967,800.0,167.0
4723,8/5/2020,80+,7054,6394.0,4297.0,2660,2069.0,591.0
4724,8/6/2020,0-9,795,772.0,210.0,1,1.0,0.0
4726,8/6/2020,20-29,6499,6304.0,1395.0,4,4.0,0.0
4727,8/6/2020,30-39,7239,7076.0,1644.0,21,21.0,0.0
4728,8/6/2020,40-49,7056,6872.0,1602.0,57,45.0,12.0
4729,8/6/2020,50-59,8380,8146.0,1583.0,182,152.0,30.0
4730,8/6/2020,60-69,6826,6615.0,1578.0,544,462.0,82.0
4731,8/6/2020,70-79,4531,4301.0,1738.0,967,800.0,167.0
4732,8/6/2020,80+,7056,6395.0,4298.0,2664,2072.0,592.0
4733,8/9/2020,0-9,810,787.0,214.0,1,1.0,0.0
4735,8/9/2020,20-29,6547,6348.0,1405.0,4,4.0,0.0
4736,8/9/2020,30-39,7281,7115.0,1653.0,21,21.0,0.0
4737,8/9/2020,40-49,7101,6912.0,1612.0,57,45.0,12.0
4738,8/9/2020,50-59,8414,8180.0,1589.0,182,152.0,30.0
4739,8/9/2020,60-69,6844,6633.0,1582.0,544,462.0,82.0
4740,8/9/2020,70-79,4538,4307.0,1741.0,967,800.0,167.0
4741,8/9/2020,80+,7059,6397.0,4300.0,2667,2074.0,593.0
4742,8/10/2020,0-9,817,794.0,215.0,1,1.0,0.0
4744,8/10/2020,20-29,6572,6370.0,1410.0,4,4.0,0.0
4745,8/10/2020,30-39,7297,7132.0,1657.0,21,21.0,0.0
4746,8/10/2020,40-49,7118,6929.0,1616.0,57,45.0,12.0
4747,8/10/2020,50-59,8430,8194.0,1592.0,182,152.0,30.0
4748,8/10/2020,60-69,6853,6642.0,1584.0,544,462.0,82.0
4749,8/10/2020,70-79,4547,4316.0,1745.0,967,800.0,167.0
4750,8/10/2020,80+,7063,6402.0,4302.0,2667,2075.0,592.0
4751,8/11/2020,0-9,817,794.0,215.0,1,1.0,0.0
4753,8/11/2020,20-29,6573,6371.0,1410.0,4,4.0,0.0
4754,8/11/2020,30-39,7299,7134.0,1658.0,21,21.0,0.0
4755,8/11/2020,40-49,7121,6931.0,1617.0,57,45.0,12.0
4756,8/11/2020,50-59,8435,8197.0,1593.0,182,152.0,30.0
4757,8/11/2020,60-69,6856,6645.0,1585.0,546,463.0,83.0
4758,8/11/2020,70-79,4549,4316.0,1745.0,968,801.0,167.0
4759,8/11/2020,80+,7064,6402.0,4303.0,2670,2078.0,592.0
4760,8/12/2020,0-9,820,797.0,216.0,1,1.0,0.0
4762,8/12/2020,20-29,6591,6386.0,1414.0,4,4.0,0.0
4763,8/12/2020,30-39,7314,7146.0,1661.0,21,21.0,0.0
4764,8/12/2020,40-49,7132,6941.0,1619.0,57,45.0,12.0
4765,8/12/2020,50-59,8440,8202.0,1594.0,182,152.0,30.0
4766,8/12/2020,60-69,6867,6656.0,1587.0,546,463.0,83.0
4767,8/12/2020,70-79,4550,4317.0,1746.0,968,801.0,167.0
4768,8/12/2020,80+,7067,6405.0,4305.0,2670,2078.0,592.0
4769,8/13/2020,0-9,826,804.0,218.0,1,1.0,0.0
4771,8/13/2020,20-29,6620,6415.0,1420.0,4,4.0,0.0
4772,8/13/2020,30-39,7331,7164.0,1665.0,21,21.0,0.0
4773,8/13/2020,40-49,7151,6959.0,1624.0,57,45.0,12.0
4774,8/13/2020,50-59,8455,8216.0,1597.0,182,152.0,30.0
4775,8/13/2020,60-69,6879,6667.0,1590.0,546,463.0,83.0
4776,8/13/2020,70-79,4556,4321.0,1748.0,968,801.0,167.0
4777,8/13/2020,80+,7071,6409.0,4307.0,2673,2081.0,592.0
4778,8/16/2020,0-9,846,823.0,223.0,1,1.0,0.0
4780,8/16/2020,20-29,6694,6487.0,1436.0,4,4.0,0.0
4781,8/16/2020,30-39,7407,7237.0,1682.0,21,21.0,0.0
4782,8/16/2020,40-49,7205,7012.0,1636.0,57,45.0,12.0
4783,8/16/2020,50-59,8502,8261.0,1606.0,182,152.0,30.0
4784,8/16/2020,60-69,6900,6691.0,1595.0,546,463.0,83.0
4785,8/16/2020,70-79,4572,4337.0,1754.0,971,804.0,167.0
4786,8/16/2020,80+,7079,6418.0,4312.0,2673,2081.0,592.0
4787,8/17/2020,0-9,846,823.0,223.0,1,1.0,0.0
4789,8/17/2020,20-29,6697,6490.0,1437.0,4,4.0,0.0
4790,8/17/2020,30-39,7407,7236.0,1682.0,21,21.0,0.0
4791,8/17/2020,40-49,7204,7011.0,1636.0,57,45.0,12.0
4792,8/17/2020,50-59,8500,8259.0,1605.0,182,152.0,30.0
4793,8/17/2020,60-69,6897,6688.0,1594.0,546,463.0,83.0
4794,8/17/2020,70-79,4567,4332.0,1752.0,971,804.0,167.0
4795,8/17/2020,80+,7072,6410.0,4308.0,2673,2080.0,593.0
4796,8/18/2020,0-9,848,825.0,224.0,1,1.0,0.0
4798,8/18/2020,20-29,6707,6497.0,1439.0,4,4.0,0.0
4799,8/18/2020,30-39,7419,7249.0,1685.0,21,21.0,0.0
4800,8/18/2020,40-49,7211,7017.0,1637.0,57,45.0,12.0
4801,8/18/2020,50-59,8510,8268.0,1607.0,182,152.0,30.0
4802,8/18/2020,60-69,6901,6692.0,1595.0,546,463.0,83.0
4803,8/18/2020,70-79,4567,4332.0,1752.0,971,804.0,167.0
4804,8/18/2020,80+,7075,6413.0,4310.0,2674,2081.0,593.0
4805,8/19/2020,0-9,856,833.0,226.0,1,1.0,0.0
4807,8/19/2020,20-29,6733,6520.0,1445.0,4,4.0,0.0
4808,8/19/2020,30-39,7436,7264.0,1689.0,21,21.0,0.0
4809,8/19/2020,40-49,7225,7032.0,1640.0,57,45.0,12.0
4810,8/19/2020,50-59,8529,8285.0,1611.0,182,152.0,30.0
4811,8/19/2020,60-69,6910,6701.0,1597.0,546,463.0,83.0
4812,8/19/2020,70-79,4575,4341.0,1755.0,971,804.0,167.0
4813,8/19/2020,80+,7080,6418.0,4313.0,2675,2081.0,594.0
4814,8/20/2020,0-9,862,839.0,227.0,1,1.0,0.0
4816,8/20/2020,20-29,6751,6536.0,1449.0,4,4.0,0.0
4817,8/20/2020,30-39,7442,7268.0,1690.0,21,21.0,0.0
4818,8/20/2020,40-49,7237,7042.0,1643.0,57,45.0,12.0
4819,8/20/2020,50-59,8540,8293.0,1613.0,183,153.0,30.0
4820,8/20/2020,60-69,6919,6709.0,1599.0,546,463.0,83.0
4821,8/20/2020,70-79,4578,4344.0,1756.0,972,805.0,167.0
4822,8/20/2020,80+,7087,6425.0,4317.0,2675,2081.0,594.0
4823,8/23/2020,0-9,890,864.0,235.0,1,1.0,0.0
4825,8/23/2020,20-29,6872,6648.0,1475.0,4,4.0,0.0
4826,8/23/2020,30-39,7533,7351.0,1711.0,21,21.0,0.0
4827,8/23/2020,40-49,7305,7106.0,1659.0,57,45.0,12.0
4828,8/23/2020,50-59,8606,8359.0,1625.0,183,153.0,30.0
4829,8/23/2020,60-69,6940,6730.0,1604.0,546,463.0,83.0
4830,8/23/2020,70-79,4594,4358.0,1763.0,972,805.0,167.0
4831,8/23/2020,80+,7094,6432.0,4321.0,2675,2081.0,594.0
4832,8/24/2020,0-9,894,868.0,236.0,1,1.0,0.0
4834,8/24/2020,20-29,6884,6659.0,1477.0,4,4.0,0.0
4835,8/24/2020,30-39,7542,7361.0,1713.0,21,21.0,0.0
4836,8/24/2020,40-49,7308,7108.0,1659.0,57,45.0,12.0
4837,8/24/2020,50-59,8611,8364.0,1626.0,183,153.0,30.0
4838,8/24/2020,60-69,6944,6734.0,1605.0,546,463.0,83.0
4839,8/24/2020,70-79,4594,4358.0,1763.0,975,808.0,167.0
4840,8/24/2020,80+,7090,6432.0,4319.0,2675,2084.0,591.0
4841,8/25/2020,0-9,904,878.0,238.0,1,1.0,0.0
4843,8/25/2020,20-29,6936,6704.0,1488.0,4,4.0,0.0
4844,8/25/2020,30-39,7573,7390.0,1720.0,21,21.0,0.0
4845,8/25/2020,40-49,7338,7138.0,1666.0,57,45.0,12.0
4846,8/25/2020,50-59,8633,8384.0,1631.0,183,153.0,30.0
4847,8/25/2020,60-69,6958,6746.0,1608.0,546,463.0,83.0
4848,8/25/2020,70-79,4598,4361.0,1764.0,974,806.0,168.0
4849,8/25/2020,80+,7094,6435.0,4321.0,2676,2085.0,591.0
4850,8/26/2020,0-9,912,885.0,241.0,1,1.0,0.0
4852,8/26/2020,20-29,6965,6733.0,1495.0,4,4.0,0.0
4853,8/26/2020,30-39,7600,7415.0,1726.0,21,21.0,0.0
4854,8/26/2020,40-49,7351,7150.0,1669.0,57,45.0,12.0
4855,8/26/2020,50-59,8650,8399.0,1634.0,183,153.0,30.0
4856,8/26/2020,60-69,6969,6757.0,1611.0,547,463.0,84.0
4857,8/26/2020,70-79,4602,4364.0,1766.0,975,807.0,168.0
4858,8/26/2020,80+,7096,6437.0,4322.0,2676,2084.0,592.0
4859,8/27/2020,0-9,922,895.0,243.0,1,1.0,0.0
4861,8/27/2020,20-29,7004,6764.0,1503.0,4,4.0,0.0
4862,8/27/2020,30-39,7622,7435.0,1731.0,21,21.0,0.0
4863,8/27/2020,40-49,7366,7165.0,1672.0,57,45.0,12.0
4864,8/27/2020,50-59,8662,8411.0,1636.0,183,153.0,30.0
4865,8/27/2020,60-69,6978,6766.0,1613.0,547,463.0,84.0
4866,8/27/2020,70-79,4606,4368.0,1767.0,975,807.0,168.0
4867,8/27/2020,80+,7098,6439.0,4324.0,2676,2084.0,592.0
4868,8/30/2020,0-9,941,915.0,248.0,1,1.0,0.0
4870,8/30/2020,20-29,7102,6856.0,1524.0,4,4.0,0.0
4871,8/30/2020,30-39,7692,7503.0,1747.0,21,21.0,0.0
4872,8/30/2020,40-49,7417,7212.0,1684.0,57,45.0,12.0
4873,8/30/2020,50-59,8717,8459.0,1646.0,183,153.0,30.0
4874,8/30/2020,60-69,6994,6782.0,1617.0,547,463.0,84.0
4875,8/30/2020,70-79,4610,4373.0,1769.0,974,807.0,167.0
4876,8/30/2020,80+,7106,6447.0,4329.0,2677,2085.0,592.0
4877,8/31/2020,0-9,945,919.0,249.0,1,1.0,0.0
4879,8/31/2020,20-29,7144,6898.0,1533.0,4,4.0,0.0
4880,8/31/2020,30-39,7718,7529.0,1753.0,21,21.0,0.0
4881,8/31/2020,40-49,7422,7218.0,1685.0,57,45.0,12.0
4882,8/31/2020,50-59,8732,8475.0,1649.0,183,153.0,30.0
4883,8/31/2020,60-69,6999,6787.0,1618.0,547,463.0,84.0
4884,8/31/2020,70-79,4618,4381.0,1772.0,975,808.0,167.0
4885,8/31/2020,80+,7110,6451.0,4331.0,2677,2085.0,592.0
4886,9/1/2020,0-9,949,922.0,250.0,1,1.0,0.0
4888,9/1/2020,20-29,7161,6913.0,1537.0,4,4.0,0.0
4889,9/1/2020,30-39,7737,7549.0,1757.0,21,21.0,0.0
4890,9/1/2020,40-49,7433,7228.0,1688.0,57,45.0,12.0
4891,9/1/2020,50-59,8746,8488.0,1652.0,183,153.0,30.0
4892,9/1/2020,60-69,7008,6796.0,1620.0,547,463.0,84.0
4893,9/1/2020,70-79,4621,4384.0,1773.0,976,809.0,167.0
4894,9/1/2020,80+,7112,6453.0,4332.0,2677,2085.0,592.0
4895,9/2/2020,0-9,953,926.0,251.0,1,1.0,0.0
4897,9/2/2020,20-29,7188,6939.0,1542.0,4,4.0,0.0
4898,9/2/2020,30-39,7748,7560.0,1760.0,21,21.0,0.0
