,DateUpdated,AgeGroups,Total cases,Confirmed cases,Total case rate,Total deaths,Confirmed deaths,Probable deaths
2627,10/18/2020,40-49,8830,8573.0,2005.0,60,48.0,12.0
2628,10/18/2020,50-59,10129,9819.0,1913.0,189,157.0,32.0
2629,10/18/2020,60-69,7856,7622.0,1816.0,563,479.0,84.0
2630,10/18/2020,70-79,5049,4798.0,1937.0,996,825.0,171.0
2631,10/18/2020,80+,7451,6778.0,4539.0,2719,2116.0,603.0
2632,10/19/2020,0-9,1559,1517.0,411.0,1,1.0,0.0
2634,10/19/2020,20-29,9835,9468.0,2110.0,4,4.0,0.0
2635,10/19/2020,30-39,9557,9283.0,2170.0,21,21.0,0.0
2636,10/19/2020,40-49,8893,8631.0,2019.0,59,47.0,12.0
2637,10/19/2020,50-59,10194,9883.0,1925.0,190,158.0,32.0
2638,10/19/2020,60-69,7906,7669.0,1827.0,563,479.0,84.0
2639,10/19/2020,70-79,5076,4827.0,1948.0,999,828.0,171.0
2640,10/19/2020,80+,7470,6795.0,4550.0,2721,2119.0,602.0
2641,10/20/2020,0-9,1582,1539.0,417.0,1,1.0,0.0
2643,10/20/2020,20-29,9920,9554.0,2129.0,4,4.0,0.0
2644,10/20/2020,30-39,9642,9361.0,2190.0,21,21.0,0.0
2645,10/20/2020,40-49,8959,8690.0,2034.0,60,48.0,12.0
2646,10/20/2020,50-59,10246,9936.0,1935.0,191,159.0,32.0
2647,10/20/2020,60-69,7936,7697.0,1834.0,563,479.0,84.0
2648,10/20/2020,70-79,5092,4842.0,1954.0,1000,829.0,171.0
2649,10/20/2020,80+,7487,6812.0,4561.0,2726,2124.0,602.0
2650,10/21/2020,0-9,1605,1558.0,423.0,1,1.0,0.0
2652,10/21/2020,20-29,10035,9667.0,2153.0,4,4.0,0.0
2653,10/21/2020,30-39,9722,9437.0,2208.0,21,21.0,0.0
2654,10/21/2020,40-49,9024,8748.0,2049.0,60,48.0,12.0
2655,10/21/2020,50-59,10317,9999.0,1949.0,191,159.0,32.0
2656,10/21/2020,60-69,7984,7742.0,1845.0,563,479.0,84.0
2657,10/21/2020,70-79,5112,4859.0,1961.0,1002,830.0,172.0
2658,10/21/2020,80+,7506,6831.0,4572.0,2726,2124.0,602.0
2659,10/22/2020,0-9,1647,1600.0,434.0,1,1.0,0.0
2661,10/22/2020,20-29,10186,9804.0,2186.0,4,4.0,0.0
2662,10/22/2020,30-39,9860,9560.0,2239.0,21,21.0,0.0
2663,10/22/2020,40-49,9114,8832.0,2069.0,60,48.0,12.0
2664,10/22/2020,50-59,10412,10090.0,1967.0,191,159.0,32.0
2665,10/22/2020,60-69,8037,7794.0,1858.0,563,479.0,84.0
2666,10/22/2020,70-79,5130,4876.0,1968.0,1003,831.0,172.0
2667,10/22/2020,80+,7526,6848.0,4584.0,2733,2130.0,603.0
2668,10/25/2020,0-9,1779,1725.0,469.0,1,1.0,0.0
2670,10/25/2020,20-29,10598,10221.0,2274.0,4,4.0,0.0
2671,10/25/2020,30-39,10198,9903.0,2316.0,21,21.0,0.0
2672,10/25/2020,40-49,9395,9117.0,2133.0,60,48.0,12.0
2673,10/25/2020,50-59,10702,10378.0,2021.0,190,158.0,32.0
2674,10/25/2020,60-69,8236,7993.0,1904.0,564,480.0,84.0
2675,10/25/2020,70-79,5230,4977.0,2007.0,1005,833.0,172.0
2676,5/28/2020,70-79,4055,0.0,1556.0,822,0.0,0.0
2677,10/25/2020,80+,7591,6910.0,4624.0,2743,2137.0,606.0
2678,10/26/2020,0-9,1801,1742.0,475.0,1,1.0,0.0
2680,10/26/2020,20-29,10712,10322.0,2299.0,4,4.0,0.0
2681,10/26/2020,30-39,10300,9994.0,2339.0,21,21.0,0.0
2682,10/26/2020,40-49,9465,9176.0,2149.0,60,48.0,12.0
2683,10/26/2020,50-59,10779,10449.0,2036.0,191,159.0,32.0
2684,10/26/2020,60-69,8296,8050.0,1917.0,565,481.0,84.0
2685,10/26/2020,70-79,5255,5001.0,2016.0,1006,835.0,171.0
2686,10/26/2020,80+,7607,6923.0,4634.0,2746,2137.0,609.0
2687,1/27/2021,0-9,12853,12378.0,3390.0,1,1.0,0.0
2689,1/27/2021,20-29,42491,39425.0,9117.0,6,6.0,0.0
2690,1/27/2021,30-39,38296,35826.0,8697.0,33,32.0,1.0
2691,1/27/2021,40-49,34908,32885.0,7926.0,100,80.0,20.0
2692,1/27/2021,50-59,38497,36418.0,7271.0,335,281.0,54.0
2693,1/27/2021,60-69,26628,25334.0,6155.0,881,750.0,131.0
2694,1/27/2021,70-79,14593,13800.0,5599.0,1560,1305.0,255.0
2695,1/27/2021,80+,14731,13456.0,8973.0,4102,3261.0,841.0
2696,1/28/2021,0-9,12955,12467.0,3417.0,1,1.0,0.0
2698,1/28/2021,20-29,42697,39609.0,9162.0,6,6.0,0.0
2699,1/28/2021,30-39,38467,35991.0,8736.0,33,32.0,1.0
2700,1/28/2021,40-49,35081,33046.0,7965.0,100,80.0,20.0
2701,1/28/2021,50-59,38717,36613.0,7313.0,338,284.0,54.0
2702,1/28/2021,60-69,26752,25449.0,6183.0,882,751.0,131.0
2703,1/28/2021,70-79,14647,13855.0,5620.0,1569,1314.0,255.0
2704,1/28/2021,80+,14766,13485.0,8995.0,4114,3270.0,844.0
2705,2/8/2021,70-79,15393,14590.0,5906.0,1628,1368.0,260.0
2706,2/8/2021,80+,15311,14005.0,9327.0,4243,3388.0,855.0
2707,3/18/2021,20-29,50980,46514.0,10939.0,9,9.0,0.0
2708,3/18/2021,30-39,45586,42026.0,10352.0,38,37.0,1.0
2709,3/18/2021,40-49,41558,38631.0,9436.0,123,101.0,22.0
2710,3/18/2021,50-59,45578,42645.0,8609.0,401,343.0,58.0
2711,3/18/2021,60-69,31261,29520.0,7225.0,1002,863.0,139.0
2712,3/18/2021,70-79,16550,15623.0,6350.0,1749,1478.0,271.0
2713,3/18/2021,80+,15940,14565.0,9710.0,4504,3607.0,897.0
2714,4/6/2021,50-59,48544,45161.0,9347.0,412,349.0,63.0
2715,4/6/2021,60-69,32757,30778.0,7435.0,1017,875.0,142.0
2716,4/6/2021,70-79,16980,16005.0,6288.0,1773,1499.0,274.0
2717,4/6/2021,80+,16172,14751.0,9793.0,4552,3643.0,909.0
2718,4/13/2021,80+,16279,14851.0,9858.0,4567,3658.0,909.0
2719,4/14/2021,0-9,19165,18103.0,5091.0,1,1.0,0.0
2721,4/14/2021,20-29,56961,51460.0,12239.0,8,8.0,0.0
2722,4/14/2021,30-39,50753,46344.0,11471.0,39,37.0,2.0
2723,4/14/2021,40-49,46005,42422.0,10630.0,131,108.0,23.0
2724,4/14/2021,50-59,49809,46277.0,9590.0,415,354.0,61.0
2725,4/14/2021,60-69,33328,31294.0,7565.0,1036,890.0,146.0
2726,4/14/2021,70-79,17164,16178.0,6357.0,1789,1514.0,275.0
2727,4/14/2021,80+,16293,14865.0,9866.0,4567,3658.0,909.0
2728,4/15/2021,0-9,19263,18188.0,5117.0,1,1.0,0.0
2730,4/15/2021,20-29,57177,51646.0,12286.0,8,8.0,0.0
2731,4/15/2021,30-39,50919,46486.0,11509.0,39,37.0,2.0
2732,4/15/2021,40-49,46166,42553.0,10667.0,132,108.0,24.0
2733,4/15/2021,50-59,49941,46385.0,9616.0,415,354.0,61.0
2734,4/15/2021,60-69,33382,31339.0,7577.0,1038,892.0,146.0
2735,4/15/2021,70-79,17185,16193.0,6364.0,1791,1516.0,275.0
2736,4/15/2021,80+,16300,14869.0,9870.0,4567,3658.0,909.0
2737,4/18/2021,0-9,19493,18399.0,5178.0,1,1.0,0.0
2740,4/18/2021,20-29,57678,52072.0,12394.0,9,9.0,0.0
2741,4/18/2021,30-39,51312,46826.0,11598.0,39,37.0,2.0
2743,4/18/2021,40-49,46470,42820.0,10738.0,133,109.0,24.0
2744,4/18/2021,50-59,50234,46638.0,9672.0,418,357.0,61.0
2745,4/18/2021,60-69,33518,31453.0,7608.0,1041,893.0,148.0
2746,4/18/2021,70-79,17249,16247.0,6388.0,1794,1517.0,277.0
2747,4/18/2021,80+,16330,14898.0,9889.0,4575,3664.0,911.0
2748,4/19/2021,0-9,19576,18469.0,5200.0,1,1.0,0.0
2749,10/27/2020,0-9,1834,1774.0,484.0,1,1.0,0.0
2751,10/27/2020,20-29,10782,10386.0,2314.0,4,4.0,0.0
2752,10/27/2020,30-39,10389,10072.0,2359.0,21,21.0,0.0
2753,10/27/2020,40-49,9537,9243.0,2165.0,60,48.0,12.0
2754,10/27/2020,50-59,10858,10522.0,2051.0,191,159.0,32.0
2755,10/27/2020,60-69,8347,8099.0,1929.0,567,483.0,84.0
2756,10/27/2020,70-79,5276,5021.0,2024.0,1009,838.0,171.0
2757,10/27/2020,80+,7637,6954.0,4652.0,2750,2142.0,608.0
2758,10/28/2020,0-9,1913,1817.0,505.0,1,1.0,0.0
2760,10/28/2020,20-29,11098,10506.0,2381.0,4,4.0,0.0
2761,10/28/2020,30-39,10624,10153.0,2413.0,22,22.0,0.0
2762,10/28/2020,40-49,9736,9324.0,2211.0,60,48.0,12.0
2763,10/28/2020,50-59,11039,10599.0,2085.0,191,159.0,32.0
2764,10/28/2020,60-69,8422,8134.0,1947.0,568,484.0,84.0
2765,10/28/2020,70-79,5317,5044.0,2040.0,1009,838.0,171.0
2766,10/28/2020,80+,7662,6971.0,4667.0,2753,2145.0,608.0
2767,10/29/2020,0-9,1944,1846.0,513.0,1,1.0,0.0
2769,10/29/2020,20-29,11278,10652.0,2420.0,4,4.0,0.0
2770,10/29/2020,30-39,10750,10246.0,2441.0,22,22.0,0.0
2771,10/29/2020,40-49,9832,9409.0,2232.0,60,48.0,12.0
2772,10/29/2020,50-59,11153,10688.0,2107.0,191,159.0,32.0
2773,10/29/2020,60-69,8502,8201.0,1965.0,570,486.0,84.0
2774,10/29/2020,70-79,5352,5076.0,2053.0,1010,839.0,171.0
2775,10/29/2020,80+,7683,6989.0,4680.0,2757,2148.0,609.0
2776,11/1/2020,0-9,2109,1984.0,556.0,1,1.0,0.0
2778,11/1/2020,20-29,11810,11106.0,2534.0,4,4.0,0.0
2779,11/1/2020,30-39,11254,10674.0,2556.0,23,23.0,0.0
2780,11/1/2020,40-49,10205,9742.0,2317.0,60,48.0,12.0
2781,11/1/2020,50-59,11504,11001.0,2173.0,191,159.0,32.0
2782,11/1/2020,60-69,8708,8387.0,2013.0,573,488.0,85.0
2783,11/1/2020,70-79,5480,5201.0,2103.0,1011,840.0,171.0
2784,11/1/2020,80+,7752,7056.0,4722.0,2763,2154.0,609.0
2785,11/2/2020,0-9,2173,2046.0,573.0,1,1.0,0.0
2787,11/2/2020,20-29,12012,11292.0,2577.0,4,4.0,0.0
2788,11/2/2020,30-39,11440,10852.0,2598.0,23,23.0,0.0
2789,11/2/2020,40-49,10351,9879.0,2350.0,60,48.0,12.0
2790,11/2/2020,50-59,11650,11134.0,2200.0,193,161.0,32.0
2791,11/2/2020,60-69,8789,8462.0,2031.0,575,490.0,85.0
2792,11/2/2020,70-79,5516,5235.0,2116.0,1012,841.0,171.0
2793,11/2/2020,80+,7773,7077.0,4735.0,2766,2157.0,609.0
2794,11/3/2020,0-9,2208,2078.0,582.0,1,1.0,0.0
2796,11/3/2020,20-29,12115,11389.0,2600.0,4,4.0,0.0
2797,11/3/2020,30-39,11535,10935.0,2620.0,23,23.0,0.0
2798,11/3/2020,40-49,10422,9950.0,2366.0,60,48.0,12.0
2799,11/3/2020,50-59,11732,11209.0,2216.0,193,161.0,32.0
2800,11/3/2020,60-69,8831,8503.0,2041.0,578,493.0,85.0
2801,11/3/2020,70-79,5546,5262.0,2128.0,1014,843.0,171.0
2802,11/3/2020,80+,7784,7088.0,4742.0,2771,2162.0,609.0
2803,11/4/2020,0-9,2288,2141.0,603.0,1,1.0,0.0
2805,11/4/2020,20-29,12462,11604.0,2674.0,4,4.0,0.0
2806,11/4/2020,30-39,11812,11100.0,2682.0,23,23.0,0.0
2807,11/4/2020,40-49,10641,10078.0,2416.0,61,48.0,13.0
2808,11/4/2020,50-59,11957,11351.0,2258.0,194,162.0,32.0
2809,11/4/2020,60-69,8977,8579.0,2075.0,578,493.0,85.0
2810,11/4/2020,70-79,5642,5306.0,2165.0,1016,844.0,172.0
2811,11/4/2020,80+,7871,7134.0,4795.0,2778,2168.0,610.0
2812,11/5/2020,0-9,2353,2202.0,621.0,1,1.0,0.0
2814,11/5/2020,20-29,12677,11778.0,2720.0,4,4.0,0.0
2815,11/5/2020,30-39,11979,11251.0,2720.0,23,23.0,0.0
2816,11/5/2020,40-49,10801,10227.0,2452.0,61,48.0,13.0
2817,11/5/2020,50-59,12125,11498.0,2290.0,195,162.0,33.0
2818,11/5/2020,60-69,9054,8655.0,2093.0,580,495.0,85.0
2819,11/5/2020,70-79,5692,5352.0,2184.0,1018,846.0,172.0
2820,11/5/2020,80+,7901,7160.0,4813.0,2788,2177.0,611.0
2821,2/9/2021,0-9,14186,13655.0,3742.0,2,2.0,0.0
2823,2/9/2021,20-29,45300,41962.0,9720.0,8,8.0,0.0
2824,2/9/2021,30-39,40710,38026.0,9245.0,35,34.0,1.0
2825,2/9/2021,40-49,37129,34939.0,8430.0,108,88.0,20.0
2826,2/9/2021,50-59,41085,38826.0,7760.0,356,303.0,53.0
2827,2/9/2021,60-69,28354,26993.0,6553.0,918,788.0,130.0
2828,2/9/2021,70-79,15438,14630.0,5923.0,1633,1371.0,262.0
2829,2/9/2021,80+,15345,14031.0,9347.0,4263,3402.0,861.0
2830,2/10/2021,0-9,14251,13713.0,3759.0,2,2.0,0.0
2832,2/10/2021,20-29,45484,42125.0,9760.0,8,8.0,0.0
2833,2/10/2021,30-39,40847,38148.0,9276.0,35,34.0,1.0
2834,2/10/2021,40-49,37290,35074.0,8467.0,108,88.0,20.0
2835,2/10/2021,50-59,41236,38957.0,7789.0,357,304.0,53.0
2836,2/10/2021,60-69,28458,27088.0,6577.0,921,791.0,130.0
2837,2/10/2021,70-79,15475,14666.0,5937.0,1639,1377.0,262.0
2838,2/10/2021,80+,15368,14057.0,9361.0,4281,3418.0,863.0
2839,2/11/2021,0-9,14315,13773.0,3776.0,2,2.0,0.0
2841,2/11/2021,20-29,45629,42261.0,9791.0,8,8.0,0.0
2842,2/11/2021,30-39,40984,38271.0,9307.0,35,34.0,1.0
2843,2/11/2021,40-49,37401,35180.0,8492.0,107,87.0,20.0
2844,2/11/2021,50-59,41355,39067.0,7811.0,359,305.0,54.0
2845,2/11/2021,60-69,28535,27158.0,6595.0,922,792.0,130.0
2846,2/11/2021,70-79,15517,14702.0,5954.0,1645,1383.0,262.0
2847,2/11/2021,80+,15398,14088.0,9380.0,4300,3435.0,865.0
2848,2/14/2021,0-9,14541,13992.0,3835.0,2,2.0,0.0
2850,2/14/2021,20-29,46102,42696.0,9892.0,8,8.0,0.0
2851,2/14/2021,30-39,41472,38723.0,9418.0,35,34.0,1.0
2852,2/14/2021,40-49,37775,35529.0,8577.0,107,87.0,20.0
2853,2/14/2021,50-59,41769,39463.0,7889.0,365,310.0,55.0
2854,2/14/2021,60-69,28833,27447.0,6664.0,933,802.0,131.0
2855,2/14/2021,70-79,15677,14851.0,6015.0,1661,1398.0,263.0
2856,2/14/2021,80+,15460,14139.0,9417.0,4333,3461.0,872.0
2857,2/15/2021,0-9,14584,14036.0,3847.0,2,2.0,0.0
2859,2/15/2021,20-29,46191,42776.0,9911.0,8,8.0,0.0
2860,2/15/2021,30-39,41569,38810.0,9440.0,35,34.0,1.0
2861,2/15/2021,40-49,37855,35606.0,8595.0,107,87.0,20.0
2862,2/15/2021,50-59,41851,39541.0,7905.0,365,310.0,55.0
2863,2/15/2021,60-69,28891,27498.0,6678.0,933,802.0,131.0
2864,2/15/2021,70-79,15707,14876.0,6026.0,1661,1398.0,263.0
2865,2/15/2021,80+,15477,14154.0,9428.0,4335,3462.0,873.0
2866,2/16/2021,0-9,14602,14047.0,3851.0,2,2.0,0.0
2868,2/16/2021,20-29,46305,42832.0,9936.0,9,9.0,0.0
2869,2/16/2021,30-39,41656,38863.0,9460.0,35,34.0,1.0
2870,2/16/2021,40-49,37923,35652.0,8610.0,109,89.0,20.0
2871,2/16/2021,50-59,41932,39592.0,7920.0,367,312.0,55.0
2872,5/28/2020,20-29,4702,0.0,1009.0,4,0.0,0.0
2873,2/16/2021,60-69,28936,27526.0,6688.0,939,808.0,131.0
2874,2/16/2021,70-79,15731,14897.0,6036.0,1670,1405.0,265.0
2875,2/16/2021,80+,15499,14176.0,9441.0,4342,3467.0,875.0
2876,2/17/2021,0-9,14631,14068.0,3859.0,2,2.0,0.0
2878,2/17/2021,20-29,46393,42911.0,9955.0,9,9.0,0.0
2879,2/17/2021,30-39,41734,38925.0,9478.0,35,34.0,1.0
2880,2/17/2021,40-49,38010,35723.0,8630.0,109,89.0,20.0
2881,2/17/2021,50-59,41993,39640.0,7932.0,369,314.0,55.0
2882,11/8/2020,0-9,2526,2364.0,666.0,1,1.0,0.0
2884,11/8/2020,20-29,13419,12428.0,2879.0,4,4.0,0.0
2885,11/8/2020,30-39,12508,11727.0,2841.0,23,23.0,0.0
2886,11/8/2020,40-49,11261,10658.0,2557.0,62,49.0,13.0
2887,11/8/2020,50-59,12562,11913.0,2373.0,196,163.0,33.0
2888,11/8/2020,60-69,9330,8910.0,2156.0,585,498.0,87.0
2889,11/8/2020,70-79,5828,5480.0,2236.0,1025,852.0,173.0
2890,11/8/2020,80+,8017,7268.0,4884.0,2800,2187.0,613.0
2891,11/9/2020,0-9,2613,2449.0,689.0,1,1.0,0.0
2893,11/9/2020,20-29,13749,12748.0,2950.0,4,4.0,0.0
2894,11/9/2020,30-39,12780,11986.0,2902.0,23,23.0,0.0
2895,11/9/2020,40-49,11450,10845.0,2600.0,62,49.0,13.0
2896,11/9/2020,50-59,12776,12108.0,2413.0,197,163.0,34.0
2897,11/9/2020,60-69,9454,9023.0,2185.0,587,499.0,88.0
2898,11/9/2020,70-79,5909,5557.0,2267.0,1025,852.0,173.0
2899,11/9/2020,80+,8075,7319.0,4919.0,2807,2193.0,614.0
2900,11/10/2020,0-9,2718,2549.0,717.0,1,1.0,0.0
2902,11/10/2020,20-29,14142,13119.0,3035.0,4,4.0,0.0
2903,11/10/2020,30-39,13081,12263.0,2971.0,23,23.0,0.0
2904,11/10/2020,40-49,11691,11068.0,2654.0,62,49.0,13.0
2905,11/10/2020,50-59,13031,12333.0,2461.0,199,164.0,35.0
2906,11/10/2020,60-69,9591,9151.0,2217.0,588,499.0,89.0
2907,11/10/2020,70-79,5989,5635.0,2298.0,1028,855.0,173.0
2908,11/10/2020,80+,8106,7348.0,4938.0,2810,2195.0,615.0
2909,11/11/2020,0-9,2760,2581.0,728.0,1,1.0,0.0
2911,11/11/2020,20-29,14391,13315.0,3088.0,4,4.0,0.0
2912,11/11/2020,30-39,13254,12390.0,3010.0,23,23.0,0.0
2913,11/11/2020,40-49,11842,11176.0,2689.0,63,50.0,13.0
2914,11/11/2020,50-59,13189,12451.0,2491.0,200,165.0,35.0
2915,11/11/2020,60-69,9692,9235.0,2240.0,592,500.0,92.0
2916,11/11/2020,70-79,6050,5686.0,2321.0,1028,854.0,174.0
2917,11/11/2020,80+,8162,7396.0,4972.0,2814,2200.0,614.0
2918,11/12/2020,0-9,2909,2726.0,767.0,1,1.0,0.0
2920,11/12/2020,20-29,15016,13910.0,3222.0,4,4.0,0.0
2921,11/12/2020,30-39,13719,12826.0,3116.0,23,23.0,0.0
2922,11/12/2020,40-49,12234,11555.0,2778.0,64,50.0,14.0
2923,11/12/2020,50-59,13540,12788.0,2557.0,199,164.0,35.0
2924,11/12/2020,60-69,9930,9469.0,2295.0,592,500.0,92.0
2925,11/12/2020,70-79,6144,5775.0,2357.0,1034,860.0,174.0
2926,11/12/2020,80+,8236,7467.0,5017.0,2819,2204.0,615.0
2927,11/15/2020,0-9,3188,2995.0,841.0,1,1.0,0.0
2929,11/15/2020,20-29,15859,14683.0,3403.0,4,4.0,0.0
2930,11/15/2020,30-39,14424,13487.0,3276.0,23,23.0,0.0
2931,11/15/2020,40-49,12894,12191.0,2928.0,64,50.0,14.0
2932,11/15/2020,50-59,14257,13468.0,2693.0,199,164.0,35.0
2933,11/15/2020,60-69,10367,9881.0,2396.0,594,503.0,91.0
2934,11/15/2020,70-79,6344,5963.0,2434.0,1037,863.0,174.0
2935,11/15/2020,80+,8374,7602.0,5101.0,2836,2218.0,618.0
2936,11/16/2020,0-9,3256,3056.0,859.0,1,1.0,0.0
2938,11/16/2020,20-29,16199,14925.0,3476.0,4,4.0,0.0
2939,11/16/2020,30-39,14716,13729.0,3342.0,23,23.0,0.0
2940,11/16/2020,40-49,13137,12374.0,2983.0,64,50.0,14.0
2941,11/16/2020,50-59,14510,13673.0,2741.0,200,165.0,35.0
2942,11/16/2020,60-69,10527,10016.0,2433.0,594,503.0,91.0
2943,11/16/2020,70-79,6415,6026.0,2461.0,1041,867.0,174.0
2944,11/16/2020,80+,8433,7654.0,5137.0,2843,2225.0,618.0
2945,11/17/2020,0-9,3385,3183.0,893.0,1,1.0,0.0
2947,11/17/2020,20-29,16605,15313.0,3563.0,4,4.0,0.0
2948,5/29/2020,40-49,5933,0.0,1347.0,52,0.0,0.0
2949,11/17/2020,30-39,15014,14012.0,3410.0,23,23.0,0.0
2950,11/17/2020,40-49,13404,12635.0,3043.0,64,50.0,14.0
2951,11/17/2020,50-59,14816,13967.0,2798.0,201,166.0,35.0
2952,11/17/2020,60-69,10739,10215.0,2482.0,596,505.0,91.0
2953,11/17/2020,70-79,6513,6117.0,2499.0,1043,869.0,174.0
2954,11/17/2020,80+,8502,7720.0,5179.0,2851,2230.0,621.0
2955,2/17/2021,60-69,28995,27581.0,6702.0,941,809.0,132.0
2956,2/17/2021,70-79,15758,14917.0,6046.0,1678,1412.0,266.0
2957,2/17/2021,80+,15514,14188.0,9450.0,4350,3473.0,877.0
2958,3/21/2021,0-9,16786,16004.0,4427.0,2,1.0,1.0
2960,3/21/2021,20-29,51462,46935.0,11042.0,9,9.0,0.0
2961,3/21/2021,30-39,46046,42442.0,10457.0,38,37.0,1.0
2962,3/21/2021,40-49,41956,38989.0,9526.0,123,101.0,22.0
2963,3/21/2021,50-59,45973,43019.0,8683.0,402,344.0,58.0
2964,3/21/2021,60-69,31495,29730.0,7279.0,1003,865.0,138.0
2965,3/21/2021,70-79,16612,15680.0,6374.0,1751,1480.0,271.0
2966,3/21/2021,80+,15960,14586.0,9722.0,4509,3611.0,898.0
2967,3/22/2021,0-9,16862,16075.0,4447.0,2,1.0,1.0
2969,3/22/2021,20-29,51610,47055.0,11074.0,9,9.0,0.0
2970,3/22/2021,30-39,46216,42580.0,10495.0,38,37.0,1.0
2971,3/22/2021,40-49,42096,39110.0,9558.0,124,102.0,22.0
2972,3/22/2021,50-59,46114,43138.0,8710.0,402,344.0,58.0
2973,3/22/2021,60-69,31587,29804.0,7301.0,1003,865.0,138.0
2974,3/22/2021,70-79,16635,15698.0,6382.0,1755,1482.0,273.0
2975,3/22/2021,80+,15987,14590.0,9738.0,4508,3610.0,898.0
2976,3/23/2021,0-9,16963,16129.0,4506.0,2,1.0,1.0
2978,3/23/2021,20-29,51887,47166.0,11149.0,9,9.0,0.0
2979,3/23/2021,30-39,46444,42663.0,10498.0,38,37.0,1.0
2980,3/23/2021,40-49,42311,39189.0,9777.0,124,102.0,22.0
2981,3/23/2021,50-59,46308,43224.0,8916.0,401,343.0,58.0
2982,3/23/2021,60-69,31693,29852.0,7194.0,1003,865.0,138.0
2983,3/23/2021,70-79,16675,15721.0,6175.0,1756,1482.0,274.0
2984,3/23/2021,80+,16013,14609.0,9697.0,4515,3612.0,903.0
2985,3/24/2021,0-9,17084,16254.0,4538.0,2,1.0,1.0
2987,3/24/2021,20-29,52160,47429.0,11208.0,9,9.0,0.0
2988,3/24/2021,30-39,46694,42907.0,10554.0,38,37.0,1.0
2989,3/24/2021,40-49,42513,39389.0,9823.0,124,102.0,22.0
2990,3/24/2021,50-59,46520,43442.0,8957.0,401,343.0,58.0
2991,3/24/2021,60-69,31796,29956.0,7217.0,1006,867.0,139.0
2992,3/24/2021,70-79,16702,15747.0,6185.0,1762,1486.0,276.0
2993,3/24/2021,80+,16029,14621.0,9706.0,4516,3613.0,903.0
2994,3/25/2021,0-9,17216,16377.0,4573.0,2,1.0,1.0
2996,3/25/2021,20-29,52474,47684.0,11275.0,9,9.0,0.0
2997,3/25/2021,30-39,46943,43112.0,10610.0,38,37.0,1.0
2998,3/25/2021,40-49,42751,39590.0,9878.0,124,101.0,23.0
2999,3/25/2021,50-59,46742,43628.0,9000.0,403,344.0,59.0
3000,3/25/2021,60-69,31888,30035.0,7238.0,1004,866.0,138.0
3001,3/25/2021,70-79,16730,15774.0,6196.0,1764,1488.0,276.0
3002,3/25/2021,80+,16046,14635.0,9717.0,4517,3613.0,904.0
3003,3/28/2021,0-9,17484,16626.0,4644.0,2,1.0,1.0
3005,5/28/2020,30-39,5829,0.0,1324.0,19,0.0,0.0
3006,3/28/2021,20-29,53068,48200.0,11403.0,9,9.0,0.0
3007,3/28/2021,30-39,47495,43607.0,10735.0,39,38.0,1.0
3008,3/28/2021,40-49,43156,39978.0,9972.0,124,101.0,23.0
3009,3/28/2021,50-59,47170,44020.0,9082.0,407,345.0,62.0
3010,3/28/2021,60-69,32089,30216.0,7284.0,1008,869.0,139.0
3011,3/28/2021,70-79,16793,15839.0,6219.0,1767,1492.0,275.0
3012,3/28/2021,80+,16079,14669.0,9737.0,4523,3620.0,903.0
3013,3/29/2021,0-9,17600,16733.0,4675.0,2,1.0,1.0
3014,5/29/2020,50-59,7257,0.0,1371.0,157,0.0,0.0
3015,11/18/2020,0-9,3526,3315.0,930.0,1,1.0,0.0
3017,11/18/2020,20-29,17031,15697.0,3654.0,4,4.0,0.0
3018,11/18/2020,30-39,15384,14329.0,3494.0,23,23.0,0.0
3019,11/18/2020,40-49,13730,12921.0,3117.0,64,50.0,14.0
3020,11/18/2020,50-59,15185,14309.0,2868.0,201,166.0,35.0
3021,11/18/2020,60-69,10974,10421.0,2536.0,599,507.0,92.0
3022,11/18/2020,70-79,6623,6212.0,2541.0,1047,870.0,177.0
3023,11/18/2020,80+,8595,7808.0,5236.0,2865,2240.0,625.0
3024,11/19/2020,0-9,3626,3410.0,956.0,1,1.0,0.0
3026,11/19/2020,20-29,17437,16039.0,3742.0,4,4.0,0.0
3027,11/19/2020,30-39,15745,14624.0,3576.0,23,23.0,0.0
3028,11/19/2020,40-49,14019,13159.0,3183.0,65,51.0,14.0
3029,11/19/2020,50-59,15490,14588.0,2926.0,202,167.0,35.0
3030,11/19/2020,60-69,11159,10596.0,2579.0,599,508.0,91.0
3031,11/19/2020,70-79,6700,6270.0,2571.0,1055,874.0,181.0
3032,11/19/2020,80+,8662,7865.0,5276.0,2878,2249.0,629.0
3033,11/22/2020,0-9,3955,3719.0,1043.0,1,1.0,0.0
3035,11/22/2020,20-29,18413,16923.0,3951.0,4,4.0,0.0
3036,11/22/2020,30-39,16558,15377.0,3760.0,23,23.0,0.0
3037,11/22/2020,40-49,14749,13837.0,3349.0,67,53.0,14.0
3038,11/22/2020,50-59,16293,15327.0,3077.0,202,167.0,35.0
3039,11/22/2020,60-69,11665,11069.0,2696.0,609,516.0,93.0
3040,11/22/2020,70-79,6941,6514.0,2663.0,1063,882.0,181.0
3041,11/22/2020,80+,8858,8048.0,5396.0,2901,2268.0,633.0
3042,11/23/2020,0-9,3972,3737.0,1048.0,1,1.0,0.0
3044,11/23/2020,20-29,18502,17007.0,3970.0,5,4.0,1.0
3045,11/23/2020,30-39,16646,15459.0,3780.0,23,23.0,0.0
3046,11/23/2020,40-49,14834,13922.0,3368.0,67,53.0,14.0
